,MS SubClass,MS Zoning,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition,Bldg Type,Overall Qual,Exter Qual,Bsmt Qual,BsmtFin Type 1,Total Bsmt SF,Heating QC,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Kitchen Qual,TotRms AbvGrd,Garage Area,Paved Drive,Sale Type,SalePrice,tot_baths,tot_bed_bath,tot_liv_area
1065,50,RL,Lvl,AllPub,Inside,Gtl,NAmes,Street,1Fam,4,3,3.0,Unf,832.0,TA,1461,0.0,0.0,3,6,384.0,Y,WD ,133500,2.0,6.0,2293.0
1066,90,RL,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Duplex,6,3,3.0,Unf,1958.0,TA,2048,0.0,0.0,3,9,776.0,Y,ConLD,170000,3.0,8.0,4006.0
1067,60,RL,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,1Fam,6,3,4.0,Unf,903.0,Gd,1642,0.0,0.0,3,7,392.0,Y,WD ,168000,2.5,5.5,2545.0
1068,70,RM,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,6,3,2.0,Rec,738.0,Ex,1470,0.0,0.0,3,6,624.0,Y,WD ,140750,1.5,3.5,2208.0
1069,60,RL,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,6,3,4.0,Unf,938.0,Ex,2299,0.0,0.0,3,7,482.0,Y,WD ,204000,3.5,8.5,3237.0
1070,60,RL,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,1Fam,7,4,4.0,Unf,884.0,Ex,2035,0.0,0.0,4,8,434.0,Y,WD ,222500,2.5,5.5,2919.0
1071,85,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,5,3,3.0,BLQ,925.0,TA,999,1.0,0.0,3,6,300.0,Y,WD ,134500,1.0,4.0,1924.0
1072,120,FV,Lvl,AllPub,FR2,Gtl,Somerst,Norm,TwnhsE,8,4,4.0,GLQ,1378.0,Ex,1378,1.0,0.0,4,6,540.0,Y,WD ,214000,2.0,4.0,2756.0
1073,190,RM,Lvl,AllPub,Inside,Gtl,OldTown,Street,2fmCon,5,3,4.0,Rec,793.0,TA,1118,1.0,0.0,3,5,410.0,Y,WD ,119900,1.0,4.0,1911.0
1074,90,RL,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Duplex,4,3,3.0,ALQ,1440.0,TA,1440,0.0,0.0,2,8,0.0,Y,WD ,118000,2.0,6.0,2880.0
1075,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,5,3,3.0,Rec,1010.0,Ex,1134,0.0,0.0,3,6,254.0,Y,WD ,135000,1.0,3.0,2144.0
1076,50,RL,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,6,3,3.0,Unf,833.0,Gd,1848,0.0,0.0,4,8,370.0,N,WD ,207000,1.5,5.5,2681.0
1077,50,RL,Bnk,AllPub,Inside,Gtl,SWISU,Norm,1Fam,6,3,3.0,Rec,1181.0,Fa,1694,0.0,0.0,3,7,576.0,Y,WD ,136500,2.0,6.0,2875.0
1078,20,RM,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,4,3,3.0,Unf,901.0,Ex,901,0.0,0.0,3,4,281.0,Y,WD ,107900,1.0,3.0,1802.0
1079,50,RM,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,6,3,3.0,LwQ,861.0,Gd,1409,1.0,0.0,3,6,528.0,Y,WD ,126000,1.5,4.5,2270.0
1080,20,RL,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,6,3,3.0,BLQ,1080.0,Fa,1656,1.0,0.0,3,7,528.0,P,WD ,215000,1.0,4.0,2736.0
1081,60,RL,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,10,5,5.0,GLQ,1682.0,Ex,2332,1.0,0.0,5,9,846.0,Y,New,426000,2.5,5.5,4014.0
1082,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,5,4,3.0,ALQ,1113.0,Gd,1113,0.0,0.0,4,5,264.0,Y,WD ,147000,1.0,4.0,2226.0
1083,30,RL,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,6,4,3.0,Unf,816.0,Ex,1232,0.0,0.0,4,6,440.0,Y,WD ,147500,1.0,4.0,2048.0
1084,20,RL,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,9,5,5.0,GLQ,1950.0,Ex,1950,1.0,0.0,5,7,706.0,Y,WD ,383000,2.0,4.0,3900.0
1085,20,RL,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,7,3,4.0,GLQ,1845.0,Gd,1872,0.0,1.0,3,6,604.0,Y,WD ,241500,2.0,5.0,3717.0
1086,50,RL,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,6,3,4.0,Unf,676.0,Ex,1264,0.0,0.0,3,6,400.0,Y,WD ,147500,1.0,4.0,1940.0
1087,60,RL,HLS,AllPub,Corner,Gtl,StoneBr,Norm,1Fam,8,4,5.0,GLQ,1168.0,Ex,2500,0.0,0.0,5,9,683.0,Y,WD ,355000,3.5,8.5,3668.0
1088,45,RM,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,5,3,3.0,ALQ,784.0,Gd,784,1.0,0.0,4,5,0.0,Y,WD ,109500,1.0,3.0,1568.0
1089,30,RM,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,2,3,0.0,Na,0.0,Fa,612,0.0,0.0,3,4,308.0,N,WD ,45000,1.0,2.0,612.0
1090,70,RL,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,1Fam,7,3,3.0,Unf,1032.0,Ex,2403,0.0,0.0,3,10,349.0,Y,COD,244400,2.0,6.0,3435.0
1091,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,6,3,3.0,GLQ,1416.0,TA,1644,1.0,0.0,3,7,418.0,Y,WD ,167000,1.0,4.0,3060.0
1092,60,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,7,4,4.0,Unf,860.0,Ex,1729,0.0,0.0,4,7,542.0,Y,WD ,200000,2.5,5.5,2589.0
1093,30,RL,Lvl,AllPub,Inside,Gtl,SWISU,Norm,1Fam,5,3,3.0,Unf,830.0,Gd,879,0.0,0.0,3,4,180.0,P,WD ,80000,1.0,3.0,1709.0
1094,20,RL,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,5,3,3.0,Rec,864.0,TA,864,1.0,0.0,3,5,572.0,N,WD ,115000,1.0,3.0,1728.0
1095,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,6,3,4.0,LwQ,1196.0,Gd,1196,1.0,0.0,3,6,297.0,Y,WD ,139000,1.0,3.0,2392.0
1096,60,RL,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,6,3,3.0,ALQ,672.0,TA,1400,0.0,0.0,3,6,440.0,Y,WD ,149500,1.5,4.5,2072.0
1097,70,RL,Lvl,AllPub,Inside,Gtl,Edwards,Street,1Fam,4,3,3.0,Unf,755.0,TA,1510,1.0,0.0,3,7,296.0,P,WD ,108000,1.0,5.0,2265.0
1098,190,RL,Lvl,AllPub,Inside,Gtl,OldTown,Norm,2fmCon,4,3,0.0,Na,0.0,TA,1294,0.0,0.0,3,7,0.0,N,WD ,106250,2.0,5.0,1294.0
1099,20,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,7,4,4.0,Unf,1240.0,Ex,1240,0.0,0.0,4,5,826.0,Y,WD ,194000,2.0,4.0,2480.0
1100,20,RL,Lvl,AllPub,Inside,Gtl,Sawyer,RRA,1Fam,5,3,3.0,LwQ,988.0,Ex,988,1.0,0.0,3,6,624.0,Y,WD ,129500,1.0,4.0,1976.0
1101,90,RL,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Duplex,5,3,3.0,Unf,1560.0,TA,1560,0.0,0.0,3,8,792.0,Y,WD ,126000,2.0,6.0,3120.0
1102,20,RL,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,5,3,2.0,Rec,1078.0,TA,1368,1.0,0.0,3,6,195.0,Y,WD ,120000,1.0,4.0,2446.0
1103,20,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,7,4,4.0,GLQ,1473.0,Ex,1484,1.0,0.0,4,7,606.0,Y,WD ,213000,2.0,5.0,2957.0
1104,120,RL,Lvl,AllPub,Inside,Gtl,Greens,Norm,TwnhsE,8,4,4.0,GLQ,1226.0,TA,1226,1.0,0.0,4,4,484.0,Y,WD ,190000,1.0,2.0,2452.0
1105,20,RL,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,6,3,4.0,GLQ,1160.0,Gd,1169,0.0,1.0,3,6,402.0,Y,WD ,183500,2.0,5.0,2329.0
1106,80,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,7,3,3.0,Rec,725.0,TA,1651,0.0,1.0,3,6,276.0,Y,WD ,172000,2.0,6.0,2376.0
1107,20,RL,Lvl,AllPub,Inside,Mod,Edwards,Norm,1Fam,4,3,3.0,ALQ,816.0,Ex,816,1.0,0.0,3,3,288.0,Y,WD ,100000,1.0,3.0,1632.0
1108,20,RL,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,7,4,4.0,GLQ,1564.0,Ex,1564,0.0,0.0,4,6,814.0,Y,WD ,218836,2.0,5.0,3128.0
1109,190,RM,Lvl,AllPub,Inside,Gtl,OldTown,Norm,2fmCon,6,3,2.0,Unf,482.0,Ex,1912,0.0,0.0,3,7,672.0,Y,WD ,163000,2.0,5.0,2394.0
1110,20,RL,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,7,4,4.0,Unf,1510.0,Ex,1525,0.0,0.0,4,6,534.0,Y,New,206580,2.5,5.5,3035.0
1111,60,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,6,4,4.0,Unf,728.0,Ex,1456,0.0,0.0,4,8,390.0,Y,New,163990,2.5,5.5,2184.0
1112,70,RM,Lvl,AllPub,FR3,Gtl,IDOTRR,Norm,1Fam,5,2,2.0,Unf,396.0,Gd,1330,0.0,0.0,3,7,390.0,N,WD ,116500,1.0,4.0,1726.0
1113,60,RL,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,7,4,4.0,Unf,840.0,Ex,1720,0.0,0.0,4,7,400.0,Y,WD ,188000,2.5,5.5,2560.0
1114,85,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,5,3,3.0,GLQ,793.0,Ex,1280,0.0,1.0,3,6,432.0,Y,WD ,175000,2.0,5.0,2073.0
1115,120,RL,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,TwnhsE,8,4,4.0,GLQ,1166.0,Gd,1179,1.0,0.0,3,5,480.0,Y,WD ,182000,2.0,4.0,2345.0
1116,30,RM,Bnk,AllPub,Inside,Gtl,OldTown,Street,1Fam,5,4,3.0,Unf,850.0,TA,960,0.0,0.0,3,5,576.0,Y,WD ,103000,1.0,3.0,1810.0
1117,20,RL,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,10,5,5.0,GLQ,2633.0,Ex,2633,1.0,0.0,5,8,804.0,Y,WD ,466500,2.5,4.5,5266.0
1118,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,6,4,3.0,ALQ,988.0,TA,988,1.0,0.0,4,6,297.0,Y,WD ,149500,2.0,5.0,1976.0
1119,120,RL,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Twnhs,7,3,4.0,GLQ,1061.0,TA,1055,0.0,0.0,3,4,319.0,Y,WD ,142500,2.0,4.0,2116.0
1120,30,RL,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,5,3,3.0,BLQ,1290.0,TA,1422,0.0,0.0,3,6,352.0,Y,WD ,136500,1.0,4.0,2712.0
1121,160,RH,Lvl,AllPub,Inside,Gtl,Landmrk,Norm,Twnhs,6,3,4.0,GLQ,630.0,Ex,1320,0.0,0.0,3,5,484.0,Y,WD ,137000,2.5,5.5,1950.0
1122,20,RL,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,7,4,4.0,GLQ,1675.0,Ex,1688,1.0,0.0,5,6,528.0,Y,WD ,226500,2.0,4.0,3363.0
1123,20,RL,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,7,3,4.0,GLQ,1300.0,Gd,1341,1.0,0.0,4,5,506.0,Y,WD ,171500,1.5,3.5,2641.0
1124,80,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,5,3,3.0,ALQ,911.0,Gd,954,0.0,0.0,3,6,576.0,Y,WD ,132500,1.0,4.0,1865.0
1125,90,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Duplex,3,3,0.0,Na,0.0,Fa,1040,0.0,0.0,3,6,400.0,Y,WD ,87500,2.0,4.0,1040.0
1126,60,FV,Lvl,AllPub,Corner,Gtl,Somerst,Norm,1Fam,7,3,3.0,GLQ,858.0,Ex,1789,1.0,0.0,3,7,546.0,Y,WD ,223000,2.5,5.5,2647.0
1127,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,6,4,3.0,Unf,1319.0,TA,1537,1.0,0.0,4,7,462.0,Y,COD,174000,1.5,4.5,2856.0
1128,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,5,3,3.0,Rec,884.0,Ex,884,1.0,0.0,3,4,270.0,Y,WD ,142000,1.0,3.0,1768.0
1129,20,FV,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,8,4,4.0,Unf,1489.0,Ex,1489,0.0,0.0,4,7,776.0,Y,New,232600,2.0,5.0,2978.0
1130,20,RL,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,6,3,3.0,ALQ,1040.0,Fa,1309,1.0,0.0,4,5,484.0,Y,WD ,181000,1.5,4.5,2349.0
1131,160,RM,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,TwnhsE,6,3,4.0,ALQ,942.0,Gd,2521,1.0,0.0,3,10,576.0,Y,WD ,151400,2.5,7.5,3463.0
1132,20,RL,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,8,4,4.0,Unf,1626.0,Ex,1634,0.0,0.0,4,7,866.0,Y,WD ,250000,2.0,5.0,3260.0
1133,60,RL,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,7,3,4.0,GLQ,980.0,TA,1714,0.0,0.0,3,7,496.0,Y,WD ,196500,2.5,5.5,2694.0
1134,75,RM,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,7,3,3.0,Unf,819.0,TA,2454,0.0,0.0,3,8,576.0,N,WD ,185000,2.0,5.0,3273.0
1135,20,RL,Lvl,AllPub,Inside,Gtl,NWAmes,Street,1Fam,6,3,3.0,BLQ,1216.0,TA,1216,1.0,0.0,3,5,336.0,Y,WD ,113000,1.0,4.0,2432.0
1136,20,RL,HLS,AllPub,Inside,Gtl,StoneBr,Norm,1Fam,8,4,4.0,GLQ,1419.0,Ex,1419,1.0,0.0,4,7,567.0,Y,New,392000,2.0,4.0,2838.0
1137,90,RL,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Duplex,6,3,4.0,GLQ,945.0,TA,980,0.0,2.0,3,4,0.0,Y,WD ,127500,2.0,6.0,1925.0
1138,160,FV,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Twnhs,6,4,4.0,GLQ,756.0,Ex,1573,0.0,0.0,4,4,440.0,Y,WD ,177000,2.5,5.5,2329.0
1139,60,FV,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,6,4,4.0,Unf,1158.0,Ex,2443,0.0,0.0,4,9,744.0,Y,WD ,265000,2.5,6.5,3601.0
1140,60,FV,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,8,4,5.0,GLQ,1220.0,Ex,2362,1.0,0.0,4,8,1105.0,Y,WD ,312500,2.5,5.5,3582.0
1141,75,RM,Lvl,AllPub,Inside,Gtl,OldTown,Street,1Fam,10,5,3.0,Unf,1237.0,Gd,2775,0.0,0.0,4,9,880.0,Y,WD ,325000,3.5,6.5,4012.0
1142,20,RL,Low,AllPub,Inside,Gtl,Veenker,Norm,1Fam,8,4,4.0,ALQ,2014.0,Gd,2014,1.0,0.0,4,6,864.0,Y,WD ,275000,2.0,4.0,4028.0
1143,60,RL,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,7,4,4.0,GLQ,1203.0,Ex,2520,0.0,0.0,4,9,721.0,Y,WD ,290000,2.5,6.5,3723.0
1144,20,RL,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRN,1Fam,6,3,3.0,BLQ,1208.0,Ex,1494,1.0,0.0,3,7,461.0,Y,WD ,169000,2.0,5.0,2702.0
1145,30,RM,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,5,3,3.0,LwQ,616.0,Gd,616,0.0,0.0,3,4,205.0,Y,WD ,89000,1.0,3.0,1232.0
1146,60,RL,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,6,3,4.0,Unf,789.0,Gd,1465,0.0,0.0,3,7,393.0,Y,WD ,180400,2.5,5.5,2254.0
1148,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Street,1Fam,5,3,3.0,Rec,912.0,Ex,912,0.0,0.0,3,5,275.0,Y,COD,114500,1.0,3.0,1824.0
1149,20,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,7,4,4.0,GLQ,1552.0,Ex,1552,0.0,0.0,4,7,782.0,Y,New,212900,2.0,5.0,3104.0
1150,20,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,7,4,4.0,Unf,1413.0,Ex,1430,0.0,0.0,4,6,605.0,Y,WD ,187100,2.0,5.0,2843.0
1151,160,FV,Lvl,AllPub,Corner,Gtl,Somerst,Norm,TwnhsE,6,3,4.0,GLQ,729.0,Gd,1458,0.0,0.0,3,5,440.0,Y,WD ,176000,2.5,4.5,2187.0
1152,20,RL,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,1Fam,6,3,4.0,BLQ,1488.0,Ex,1488,0.0,1.0,3,7,552.0,Y,CWD,215000,2.0,5.0,2976.0
1153,60,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,7,4,4.0,GLQ,770.0,Ex,1582,0.0,0.0,4,6,520.0,Y,WD ,185900,2.5,5.5,2352.0
1154,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,4,3,3.0,ALQ,864.0,TA,864,0.0,0.0,4,5,660.0,Y,WD ,120500,1.0,4.0,1728.0
1155,60,RL,Lvl,AllPub,Inside,Gtl,Gilbert,RRA,1Fam,5,4,4.0,Unf,732.0,Ex,1838,0.0,0.0,3,7,372.0,Y,WD ,192140,2.5,6.5,2570.0
1156,20,RL,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,1Fam,5,4,3.0,ALQ,816.0,Ex,816,0.0,1.0,4,5,264.0,Y,WD ,130500,1.0,4.0,1632.0
1157,50,RL,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,4,3,0.0,Na,0.0,TA,1529,0.0,0.0,3,9,240.0,N,WD ,98000,2.0,6.0,1529.0
1159,30,RM,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,1Fam,5,3,2.0,Unf,961.0,Gd,1077,0.0,0.0,3,6,338.0,N,WD ,67000,1.0,3.0,2038.0
1160,60,RL,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,8,4,5.0,GLQ,1582.0,Ex,2161,1.0,0.0,5,8,789.0,Y,New,325624,1.5,4.5,3743.0
1161,20,RL,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,1Fam,7,4,4.0,GLQ,1409.0,Ex,1409,1.0,0.0,4,4,576.0,Y,WD ,245000,1.5,2.5,2818.0
1162,20,RL,Lvl,AllPub,Inside,Gtl,SawyerW,RRA,1Fam,5,3,3.0,GLQ,1114.0,Ex,1114,1.0,0.0,4,6,576.0,Y,WD ,159000,1.5,4.5,2228.0
1163,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,5,3,3.0,ALQ,1073.0,TA,1073,1.0,0.0,3,6,515.0,Y,WD ,156000,1.5,4.5,2146.0
1164,20,RL,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,10,5,5.0,GLQ,3094.0,Ex,2402,1.0,0.0,5,10,672.0,Y,WD ,555000,2.0,4.0,5496.0
1165,20,RL,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,1Fam,6,3,4.0,BLQ,1232.0,TA,1232,0.0,0.0,3,6,516.0,Y,WD ,162500,2.0,5.0,2464.0
1166,90,RL,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Duplex,6,4,4.0,LwQ,1344.0,Gd,1440,2.0,0.0,4,8,920.0,Y,WD ,224500,2.0,4.0,2784.0
1167,20,RL,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,6,3,3.0,Unf,1488.0,Gd,1488,0.0,0.0,3,6,738.0,Y,WD ,133000,2.5,5.5,2976.0
1168,60,RL,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,7,4,4.0,Unf,783.0,Ex,1509,0.0,0.0,4,8,393.0,Y,WD ,180000,2.5,5.5,2292.0
1169,20,RL,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,1Fam,5,3,3.0,GLQ,845.0,Gd,845,0.0,0.0,4,6,264.0,Y,WD ,134500,1.0,4.0,1690.0
1170,60,RL,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,1Fam,10,5,5.0,Unf,1410.0,Ex,2945,0.0,0.0,4,10,641.0,Y,New,438780,3.5,6.5,4355.0
1171,80,RL,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,6,3,4.0,GLQ,1099.0,Gd,1431,0.0,1.0,3,6,296.0,Y,WD ,165000,1.0,4.0,2530.0
1172,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,5,3,3.0,BLQ,892.0,TA,892,0.0,0.0,3,5,288.0,Y,WD ,100000,1.0,4.0,1784.0
1173,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,7,3,3.0,BLQ,1329.0,Gd,1329,0.0,0.0,3,5,441.0,Y,WD ,176000,1.5,4.5,2658.0
1174,20,RL,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,5,3,3.0,ALQ,1763.0,TA,1779,1.0,0.0,3,6,454.0,Y,WD ,170000,1.5,4.5,3542.0
1175,120,RL,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,TwnhsE,7,4,4.0,Unf,1373.0,Ex,1555,0.0,0.0,4,7,660.0,Y,WD ,174000,2.0,4.0,2928.0
1176,50,RM,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,1Fam,6,3,3.0,Rec,768.0,TA,1236,1.0,0.0,3,6,384.0,Y,WD ,127000,2.0,5.0,2004.0
1177,60,RL,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,7,3,4.0,Unf,831.0,Ex,1651,0.0,0.0,3,7,450.0,Y,WD ,185900,2.5,5.5,2482.0
1178,30,RM,Lvl,AllPub,Inside,Gtl,OldTown,Street,1Fam,5,3,2.0,Unf,190.0,Gd,886,0.0,0.0,3,4,273.0,Y,WD ,91300,1.0,3.0,1076.0
1179,20,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,6,4,4.0,GLQ,1682.0,Ex,1700,1.0,0.0,4,7,544.0,Y,WD ,200000,2.0,5.0,3382.0
1180,50,RL,Lvl,AllPub,Inside,Gtl,NAmes,Street,1Fam,6,3,3.0,Rec,1040.0,Ex,1846,0.0,0.0,3,7,315.0,Y,WD ,143000,2.0,5.0,2886.0
1181,50,RL,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,5,4,3.0,ALQ,1052.0,Ex,1920,1.0,0.0,4,8,451.0,Y,WD ,172500,2.0,6.0,2972.0
1182,20,RL,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,4,3,3.0,BLQ,1088.0,TA,1088,0.0,0.0,3,4,520.0,P,COD,110000,1.0,3.0,2176.0
1183,20,RL,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,4,3,3.0,BLQ,1040.0,TA,1362,1.0,0.0,3,6,768.0,Y,WD ,140000,1.0,4.0,2402.0
1184,20,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,6,4,4.0,GLQ,1314.0,Gd,1314,0.0,0.0,4,6,440.0,Y,WD ,176432,2.0,5.0,2628.0
1185,20,RL,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,6,3,4.0,GLQ,1278.0,Gd,1294,1.0,0.0,4,6,496.0,Y,WD ,179200,2.0,5.0,2572.0
1186,20,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,7,4,4.0,GLQ,1274.0,Ex,1274,1.0,0.0,4,6,508.0,Y,New,203000,2.0,5.0,2548.0
1187,20,RL,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,7,4,4.0,Unf,1689.0,Ex,1689,0.0,0.0,4,7,954.0,Y,New,248328,2.0,5.0,3378.0
1188,20,RL,HLS,AllPub,Corner,Gtl,Timber,Norm,1Fam,9,5,5.0,GLQ,1641.0,Ex,1641,1.0,0.0,5,7,885.0,Y,WD ,316500,2.0,5.0,3282.0
1189,50,RL,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,7,3,3.0,Unf,570.0,TA,1079,0.0,0.0,3,5,249.0,Y,WD ,125600,1.0,3.0,1649.0
1190,20,RM,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,5,3,3.0,Rec,984.0,Gd,984,1.0,0.0,2,5,308.0,N,WD ,110000,1.0,3.0,1968.0
1191,30,RM,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,4,3,3.0,ALQ,960.0,Gd,960,0.0,0.0,2,5,308.0,Y,WD ,108500,1.0,3.0,1920.0
1192,20,C (all),Bnk,AllPub,Inside,Mod,IDOTRR,Norm,1Fam,5,2,3.0,Unf,540.0,TA,1044,0.0,0.0,2,4,504.0,N,WD ,55993,1.0,3.0,1584.0
1193,50,RM,Lvl,AllPub,Inside,Gtl,OldTown,Street,1Fam,5,3,3.0,BLQ,1027.0,Ex,1633,0.0,0.0,4,7,240.0,Y,WD ,129000,1.0,4.0,2660.0
1194,20,RL,Lvl,AllPub,Inside,Gtl,Timber,Norm,1Fam,6,3,4.0,GLQ,1112.0,Gd,1137,1.0,0.0,4,5,551.0,Y,WD ,176000,2.0,4.0,2249.0
1195,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,6,3,3.0,Rec,1380.0,Fa,1380,0.0,0.0,3,6,364.0,Y,WD ,154000,1.5,4.5,2760.0
1196,20,RL,Lvl,AllPub,Corner,Gtl,Timber,Norm,1Fam,6,4,4.0,GLQ,1256.0,Ex,1256,0.0,0.0,4,6,578.0,Y,WD ,180000,2.0,5.0,2512.0
1197,120,RM,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,TwnhsE,5,3,4.0,ALQ,1142.0,TA,1142,1.0,0.0,3,6,528.0,Y,WD ,134000,1.5,4.5,2284.0
1198,20,RL,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,6,3,3.0,ALQ,1202.0,TA,2158,1.0,0.0,4,7,576.0,Y,WD ,243000,2.0,6.0,3360.0
